wall_ms,sse,stage
3920940,798.578799614513,schedule
3925908,798.5705984851174,schedule
3939589,798.5637906588213,schedule
3944592,798.5312304264046,schedule
3951074,798.5179713623463,schedule
3957304,798.3374430160031,schedule
3966942,798.2951556937925,schedule
3972387,798.0291490722572,schedule
3977322,797.944115959911,schedule
3981231,797.6318895691261,schedule
3985384,797.6140517364848,schedule
3991004,797.4226659668177,schedule
3996645,796.3853541262861,schedule
4002579,796.3639293953233,schedule
4009410,796.3215062911572,schedule
4014379,792.7932479736173,schedule
4196894,785.2368717162418,schedule
4213080,784.9550049157286,schedule
4217775,784.4195194397839,schedule
4222043,783.3930832903883,schedule
4228834,783.0789529634466,schedule
4238238,783.0704418302361,schedule
4245403,783.0684875109179,schedule
4254909,782.9619640572859,schedule
4264762,782.8794031495144,schedule
4274095,782.7334069204225,schedule
4284036,782.7302034962698,schedule
4295656,782.7257414762429,schedule
4301491,782.7195247437714,schedule
4306406,782.5575838104653,schedule
4311626,782.4355367832741,schedule
4316544,782.3977224702523,schedule
4323001,782.3721877859118,schedule
4327942,782.3594993208326,schedule
4333128,781.7426218186622,schedule
4337417,781.7016767891978,schedule
4343334,781.5705623115813,schedule
4348351,780.7011251898135,schedule
4502076,779.0078995677219,schedule
